Ticker,Name,Exchange,Category Name,Country
CANAGLS.BO,CANA GLASS LTD.,BSE,,India
GLOBSYN.BO,GLOBAL SYNTEX (BHILWARA) LTD.,BSE,,India
SPHEREGSL-EQ.NS,SPHERE GLOBAL SERV INR10,NSI,,India
HGS.NS,Hinduja Global Solutions Limited,NSI,Staffing & Outsourcing Services,India
GLOBOFFS.BO,GLOBAL OFFSHORE SERVICES LTD.,BSE,,India
SEZAL-BE.NS,SEZAL GLASS INR10,NSI,,India
GLODYNE.NS,Glodyne Technoserve Limited,NSI,,India
SVPGLOB.BO,SVP GLOBAL VENTURES LTD.,BSE,,India
PGIL.NS,Pearl Global Industries Limited,NSI,Textile - Apparel Clothing,India
HITKITGLO.BO,Hit Kit Global Solutions Ltd.,BSE,,India
HARYANSHET.BO,HARYANA SHEET GLASS LTD.,BSE,,India
HOTLINGLAS.BO,HOTLINE GLASS LTD.,BSE,,India
GLOBT.BO,GLOBAL INFRASTRUCTURE & TECHNO,BSE,,India
INDIAGLYCO.BO,INDIA GLYCOLS LTD.,BSE,,India
RADGLOBAL.BO,RADFORD GLOBAL LIMITED,BSE,,India
HGS-EQ.NS,HINDUJA GLOBAL SOLUTIONS LIMITE,NSI,,India
URJAGLOBA.BO,Urja Global Ltd,BSE,,India
GLOBALCA.BO,Global Capital Market & Infrastructures Ltd,BSE,,India
NUTECGLOB.BO,Nutech Global Ltd.,BSE,,India
GMRINFRA.BO,GMR Infrastructure Limited,BSE,,India
GMM.BO,GMM Pfaudler Ltd.,BSE,,India
GMBREW.NS,G.M.Breweries Limited,NSI,Beverages - Wineries & Distillers,India
GMRINFRA4.BO,GMRINFRA4.BO,BSE,,India
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,NSI,Industrial Metals & Minerals,India
GMDCLTD.BO,GUJARAT MINERAL DEVELOPMENT CO,BSE,,India
GMDCLTD6.BO,GMDCLTD6.BO,BSE,,India
GMETCOAL.BO,GUJARAT METALLIC COAL & COKE L,BSE,,India
GMRINFRA-EQ.NS,GMR INFRASTRUCTURE LIMITED,NSI,,India
GMRINFRA.NS,GMR Infrastructure Limited,NSI,Heavy Construction,India
GNRL.BO,GUJARAT NATURAL RESOURCES LIMI,BSE,,India
GODREJIND.NS,Godrej Industries Limited,NSI,,India
GPIL.NS,Godawari Power & Ispat Limited,NSI,Steel & Iron,India
GOTHIPL.BO,Gothi Plascon (India) Limited,BSE,,India
GODREJCP.NS,Godrej Consumer Products Limited,NSI,,India
GODFRYPHLP.BO,Godfrey Phillips India Limited,BSE,,India
GOLDINFRA.BO,Goldstone Infratech Ltd.,BSE,,India
GOACARBON.BO,GOA CARBON LTD.,BSE,,India
GOKUL.NS,Gokul Refoils & Solvent Ltd,NSI,Food - Major Diversified,India
GOPAIST.BO,Gopal Iron & Steels Company Gujarat Ltd,BSE,,India
GODREJIND.BO,Godrej Industries Ltd.,BSE,,India
GODREJCP.BO,Godrej Consumer Products Limited,BSE,,India
SHIRPUR-G.BO,SHIRPUR GOLD REFINERY LTD.,BSE,,India
GTOFFSHORE.NS,GOL Offshore Limited,NSI,Oil & Gas Equipment & Services,India
MGOLD.BO,MOTILAL OSWAL MOST SHARES GOLD,BSE,,India
GOLDTXT.BO,GOLDWON TEXTILES LTD.,BSE,,India
GOKUL.BO,Gokul Refoils And Solvent Limited,BSE,,India
GOLDENTOBC.NS,Golden Tobacco Limited,NSI,"Tobacco Products, Other",India
RELGOLDINAV.BO,i-NAV RELIANCE GOLD,BSE,,India
GOLDINFRA-EQ.NS,GOLDSTONE INFRATECH LIMITED,NSI,,India
RELIGAREGO-EQ.NS,INVESCO MUTUAL FUND,NSI,,India
GONTER.BO,Gontermann-Peipers (India) Limited,BSE,,India
GOACARBON-EQ.NS,GOA CARBON LIMITED,NSI,,India
GOLDTECH-EQ.NS,GOLDSTONE TECHNOLOGIES LT,NSI,,India
GOLDENTOBC.BO,GOLDEN TOBACCO LTD.,BSE,,India
GOLDIAM.BO,GOLDIAM INTERNATIONAL LTD.,BSE,,India
GOVINDRU.BO,Govind Rubber Ltd.,BSE,,India
GOLDLINE.BO,GOLD LINE INTERNATIONAL FINVES,BSE,,India
GOLDMUL.BO,GOLD MULTIFAB LTD.,BSE,,India
GOVMC.BO,GOOD VALUE MARKETING CO.LTD.,BSE,,India
GOCLCORP.NS,GOCL CORPORATION L INR2,NSI,,India
GTOFFSHORE.BO,GOL OFFSHORE LTD.,BSE,,India
GOODRICKE.BO,GOODRICKE GROUP LTD.,BSE,,India
GOLDENTOBC-EQ.NS,GOLDEN TOBACCO LTD INR10 (DEMAT,NSI,,India
GODREJPROP.BO,GODREJ PROPERTIES LTD,BSE,,India
SHIRPUR-G-EQ.NS,SHIRPUR GOLD REFINERY LIMITED,NSI,,India
GOPALA.BO,Gopala Polyplast Ltd.,BSE,,India
SHIRPUR-G.NS,Shirpur Gold Refinery Limited,NSI,Gold,India
GOODYEAR.BO,GOODYEAR INDIA LTD.,BSE,,India
SEAGOLD.BO,Sea Gold Infrastructure Limited,BSE,,India
GOLDENPROP.BO,GOLDENPROP.BO,BSE,,India
SAINTGOBAIN.BO,Saint-Gobain Sekurit India Limited,BSE,,India
SETFGOLD-EQ.NS,SBI MUTUAL FUND SBI-ETF GOLD,NSI,,India
VAISHNAVI.BO,VAISHNAVI GOLD LIMITED,BSE,,India
GOLDENGOEN.BO,GOLDEN GOENKA FINCORP LIMITED,BSE,,India
GOLDINFRA.NS,Goldstone Infratech Limited,NSI,Diversified Machinery,India
GOLDTECH.NS,Goldstone Technologies Limited,NSI,Information Technology Services,India
GOLDCORP.BO,GOLDCREST CORPORATION LIMITED,BSE,,India
GOLDIAM.NS,Goldiam International Limited,NSI,Jewelry Stores,India
GODFRYPHLP6.BO,GODFRYPHLP6.BO,BSE,,India
GOPLEEIN.BO,Goplee Infotech Ltd.,BSE,,India
GOODLUC.BO,Goodluck India Limited,BSE,,India
SETFGOLD.NS,SBI MUTUAL FUND SBI-ETF GOLD,NSI,,India
GOCLCORP-EQ.NS,GOCL CORPORATION L INR2,NSI,,India
GOLDIMBBPH.BO,GOLDIAM INT*,BSE,,India
GODREJCP-EQ.NS,GODREJ CONSUMER PRODUCTS LIMITE,NSI,,India
GOLDTECH.BO,Goldstone Technologies Ltd.,BSE,,India
GORANIN.BO,Gorani Industries Ltd,BSE,,India
GODREJPROP.NS,Godrej Properties Limited,NSI,Real Estate Development,India
GOLCA.BO,Golden Carpets Ltd,BSE,,India
GOLDIAM-EQ.NS,GOLDIAM INTERNATIONAL LIMITED,NSI,,India
GOKAKTEX.BO,Gokak Textiles Ltd.,BSE,,India
GOODLUCK.NS,Goodluck India Limited,NSI,Metal Fabrication,India
RELGOLD-EQ.NS,RELIANCE CAPITAL A R SHARES GOL,NSI,,India
HARIGOV.BO,HARI GOVIND INTERNATIONAL LTD.,BSE,,India
GODFRYPHLP.NS,Godfrey Phillips India Limited,NSI,"Tobacco Products, Other",India
GOCLCORP.BO,GOCL Corporation Limited,BSE,,India
GODREJIND4.BO,GODREJIND4.BO,BSE,,India
GOMIND.BO,GOM INDUSTRIES LTD.,BSE,,India
GPIL.BO,Godawari Power & Ispat Ltd.,BSE,,India
MIDWEST.BO,MIDWEST GOLD LTD.,BSE,,India
GOODLUCK-EQ.NS,GOODLUCK INDIA LTD INR2,NSI,,India
GULFCORP-EQ.NS,GULFCORP-EQ.NS,NSI,,India
GOVAI.BO,GOOD VALUE IRRIGATION LTD.,BSE,,India
GPPL.NS,Gujarat Pipavav Port Limited,NSI,Shipping,India
GPTINFRA.BO,GPT INFRAPROJECTS LTD.,BSE,,India
GULFPETRO-EQ.NS,GP PETROLEUMS LTD INR5,NSI,,India
GPL.BO,Grandeur Products Limited,BSE,,India
GPPL.BO,GUJARAT PIPAVAV PORT LTD.,BSE,,India
GULFPETRO.BO,GP PETROLEUMS LTD,BSE,,India
GULFPETRO.NS,GP Petroleums Limited,NSI,Oil & Gas Refining & Marketing,India
SAHPETRO.NS,GP Petroleums Limited,NSI,,India
GREAVESCOT.NS,Greaves Cotton Limited,NSI,Diversified Machinery,India
GRANULES.NS,Granules India Limited,NSI,Drug Manufacturers - Major,India
TIMEX.BO,Timex Group India Limited,BSE,,India
SOFTTECHGR.NS,STG Lifecare Limited,NSI,Information Technology Services,India
RATHIGRA.BO,Rathi Graphic Technologies Ltd.,BSE,,India
PENTAGRAPH.BO,Pentamedia Graphics Ltd.,BSE,,India
INVENTURE-EQ.NS,INVENTURE GROWTH & SECURITIES L,NSI,,India
GRASIM.BO,Grasim Industries Limited,BSE,,India
GSBFIN.BO,Gsb Finance Ltd,BSE,,India
GSPL4.BO,GSPL4.BO,BSE,,India
GSS.BO,GSS INFOTECH LTD.,BSE,,India
GSLINDL.BO,GSL (INDIA) LTD.,BSE,,India
GSPL.BO,Gujarat State Petronet Limited,BSE,,India
GSLNOVA.BO,GSL Nova Petrochemicals Limited,BSE,,India
GSS-BE.NS,GSS INFOTECH LTD INR10,NSI,,India
GSS.NS,GSS Infotech Limited,NSI,Information Technology Services,India
GSLSEC.BO,Gsl Securities Ltd,BSE,,India
GTNTEX.BO,GTN Textiles Ltd.,BSE,,India
GTNINDS.BO,GTN Industries Limited,BSE,,India
GTLINFRA.NS,GTL Infrastructure Limited,NSI,Communication Equipment,India
GTLINFRA.BO,GTL Infrastructure Ltd.,BSE,,India
GTL.NS,GTL Limited,NSI,Information Technology Services,India
GTL.BO,GTL Ltd.,BSE,,India
GTEIT.BO,G-Tech Info-Training Ltd.,BSE,,India
GTNIND.NS,GTN Industries Limited,NSI,,India
GTL-EQ.NS,GTL LIMITED,NSI,,India
GTNTEX.NS,GTN Textiles Limited,NSI,Textile Industrial,India
GTCLM.BO,GTCL MOBILE-COM TECHNOLOGY LTD,BSE,,India
GTNTEX-EQ.NS,GTN TEXTILES INR10,NSI,,India
GUJCOTEX.BO,Gujarat Cotex Ltd.,BSE,,India
GUJTLRM.BO,Gujarat Toolroom Limited,BSE,,India
GUJINTRX.BO,Gujarat Intrux Limited,BSE,,India
GUJNREDVR-EQ.NS,GUJARAT NRE COKE LIMITED,NSI,,India
GUJCONT.BO,GUJARAT CONTAINERS LTD.,BSE,,India
GUJRFTO.BO,GUJARAT REFRACTORIES LTD.,BSE,,India
SHYAM.BO,VENTURA GUARANTY LTD.,BSE,,India
STEELCO.BO,Steelco Gujarat Ltd.,BSE,,India
GUJNREDVR.BO,GUJARAT NRE COKE LTD,BSE,,India
GULFOILLUB-EQ.NS,GULF OIL LUBRICANT INR2,NSI,,India
GUJWDGE.BO,GUJARAT WEDGE WIRE SCREENS LTD,BSE,,India
GUJPETR.BO,Gujarat Petrosynthese Ltd.,BSE,,India
GULPOLY.BO,Gulshan Polyols Limited,BSE,,India
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,NSI,Oil & Gas Refining & Marketing,India
GUJRATGAS6.BO,GUJRATGAS6.BO,BSE,,India
GUJNREDVR.NS,Gujarat NRE Coke Ltd.,NSI,,India
GUJTERC.BO,Gujarat Terce Laboratories Ltd.,BSE,,India
STRLGUA.BO,STERLING GUARANTY & FINANCE LT,BSE,,India
GUPTSYN.BO,Gupta Synthetics Ltd.,BSE,,India
GUJSTATFIN.BO,GUJARAT STATE FINANCIAL CORPOR,BSE,,India
GULPOLY.NS,Gulshan Polyols Limited,NSI,Chemicals - Major Diversified,India
GUJNRECOKE.BO,GUJARAT NRE COKE LTD.,BSE,,India
GUJTEXSP.BO,GUJARAT TEXSPIN LTD.,BSE,,India
TIMESGTY.NS,Times Guaranty Ltd.,NSI,Asset Management,India
GUJMEDI.BO,GUJARAT MEDITECH LTD.,BSE,,India
TIMESGTY.BO,TIMES GUARANTY LTD.,BSE,,India
GUJNRECOKE.NS,Gujarat NRE Coke Ltd.,NSI,Industrial Metals & Minerals,India
GUJFILA.BO,GUJARAT FILAMENTS LTD.,BSE,,India
GUJINV.BO,Gujarat Investa Ltd.,BSE,,India
SWITCHTE.BO,Switching Technologies Gunther Ltd.,BSE,,India
GUJRAFIA.BO,Gujarat Raffia Industries Ltd.,BSE,,India
GUJINJEC.BO,GUJARAT INJECT (KERALA) LTD.,BSE,,India
IGLFXPL-B.BO,INDO GULF INDUSTRIES LTD.,BSE,,India
GUJNRECOKE6.BO,GUJNRECOKE6.BO,BSE,,India
TIMESGTY-EQ.NS,TIMES GUARANTY LIMITED,NSI,,India
GVKPIL.BO,GVK Power & Infrastructure Limited,BSE,,India
GVKPIL6.BO,GVKPIL6.BO,BSE,,India
GVKPIL.NS,GVK Power & Infrastructure Limited,NSI,"Air Services, Other",India
GVKPIL-EQ.NS,GVK POWER & INFRASTRUCTURE LIMI,NSI,,India
TAJGVK.NS,TAJGVK Hotels & Resorts Limited,NSI,Lodging,India
GWALSUG.BO,GWALIOR SUGAR CO.LTD.,BSE,,India
GWPLPIP.BO,GWALIOR POLYPIPES LTD.,BSE,,India
HAZOOR.BO,Hazoor Multi Projects Ltd,BSE,,India
HARPOLY.BO,HARSH POLYMERS (INDIA) LTD.,BSE,,India
HANUNG.NS,Hanung Toys and Textiles Limited,NSI,Textile Industrial,India
HINDHARD.BO,Hindustan Hardy Spicer Ltd.,BSE,,India
HARVIC.BO,HARVIC MANAGEMENT SERVICES (IN,BSE,,India
HARTNCO.BO,HARTNCO.BO,BSE,,India
HAVELLS-EQ.NS,HAVELLS INDIA LIMITED,NSI,,India
HARRMALAYA.BO,HARRISONS MALAYALAM LTD.,BSE,,India
HARBORNE.BO,HARBOR NETWORK SYSTEMS LTD.,BSE,,India
HARITASEAT.BO,HARITA SEATING SYSTEMS LTD.,BSE,,India
HARYANATEX.BO,HARYANA TEXPRINTS (OVERSEAS) L,BSE,,India
HARRMALAYA.NS,Harrisons Malayalam Limited,NSI,Farm Products,India
HARYNACAP.BO,Haryana Capfin Limited,BSE,,India
HARAFIN.BO,HARYANA FINANCIAL CORPORATION,BSE,,India
HAWKINCOOK.BO,HAWKINS COOKERS LTD.,BSE,,India
HAWAENG.BO,Hawa Engineers ltd.,BSE,,India
HANSUGAR.BO,SHREE HANUMAN SUGAR & INDUSTRI,BSE,,India
SRINIHAT.BO,Srinivasa Hatcheries Limited,BSE,,India
HANUNG.BO,Hanung Toys and Textiles Limited,BSE,,India
HARITASEAT.NS,Harita Seating Systems Limited,NSI,Auto Parts,India
ROCKHARD.BO,ROCK HARD PETROCHEMICAL INDUST,BSE,,India
HARITASEAT-EQ.NS,HARITA SEATING SYSTEMS LIMITED,NSI,,India
HANUMAN.BO,HANUMAN TEA CO.LTD.,BSE,,India
HARDCAS.BO,Hardcastle & Waud Manufacturing Company Ltd,BSE,,India
HAVELLS.BO,Havells India Ltd.,BSE,,India
HRMNYCP.BO,Harmony Capital Services Limited,BSE,,India
CHISEL.BO,CHISEL & HAMMER (MOBEL) LIMITE,BSE,,India
HARI.BO,HARI.BO,BSE,,India
HARME.BO,HARIYANA METALS LTD.,BSE,,India
HANJFIB.BO,HANJER FIBRES LTD.,BSE,,India
HAVELLS.NS,Havells India Limited,NSI,Diversified Machinery,India
HASTIFIN.BO,Hasti Finance Ltd.,BSE,,India
HRYNSHP.BO,Hariyana Ship Breakers Ltd.,BSE,,India
HANSFLN.BO,HANSAFLON PLASTO CHEM LTD.,BSE,,India
HBSTOCK.BO,HB Stockholdings Limited,BSE,,India
HBLPOWER.NS,HBL Power Systems Limited,NSI,Diversified Electronics,India
HBPOR.BO,HB Portfolio Limited,BSE,,India
HBSTOCK.NS,HB Stockholdings Limited,NSI,Investment Brokerage - National,India
HBLPOWER.BO,HBL POWER SYSTEMS LTD.,BSE,,India
HBSTOCK-EQ.NS,HB STOCKHOLDINGS INR10,NSI,,India
HCLTECH.NS,HCL Technologies Limited,NSI,Information Technology Services,India
HCLTECH.BO,HCL Technologies Ltd.,BSE,,India
HCL-INSYS-EQ.NS,HCL INFOSYSTEMS INR2,NSI,,India
HCLTD.BO,HIND COMMERCE LIMITED,BSE,,India
HCG.BO,HealthCare Global Enterprises,BSE,,India
HCL-INSYS.BO,HCL INFOSYSTEMS LTD.,BSE,,India
HCG.NS,HealthCare Global Enterprises Limited,NSI,Hospitals,India
HCL-INSYS.NS,HCL Infosystems Limited,NSI,Computer Based Systems,India
HDFCBANK6.BO,HDFCBANK6.BO,BSE,,India
HDFC-EQ.NS,HOUSING DEVELOPMENT FINANCE COR,NSI,,India
HDFNFTYINAV.BO,i-NAV HDFC NIFTY,BSE,,India
HDFCSENETF-EQ.NS,HDFC MUTUAL FUND SENSEX ETF,NSI,,India
HDFCNIFETF-EQ.NS,HDFC MUTUAL FUND NIFTY ETF,NSI,,India
HDFCBANK-IL.NS,HDFC BANK INR2,NSI,,India
HDIL4.BO,HDIL4.BO,BSE,,India
HDFCBANK.BO,HDFC Bank Limited,BSE,,India
HDFSNSXINAV.BO,i-NAV HDFC SENSEX,BSE,,India
HDIL6.BO,HDIL6.BO,BSE,,India
HEERAISP.BO,Heera Ispat Ltd,BSE,,India
HEALINV.BO,HEALTHY INVESTMENTS LTD.,BSE,,India
CADILAHC6.BO,CADILAHC6.BO,BSE,,India
HEMANG.BO,HEMANG RESOURCES LIMITED,BSE,,India
HEIDELBERG.NS,HeidelbergCement India Limited,NSI,General Building Materials,India
LOOKS.BO,LOOKS HEALTH SERVICES LIMITED,BSE,,India
TTKHLTCARE-EQ.NS,TTK HEALTHCARE INR10,NSI,,India
HERUKAG.BO,HERUK AGRO FOODS LTD.,BSE,,India
TEJNAKSH.BO,Tejnaksh Healthcare Limited,BSE,,India
TTKHEALTH.BO,TTK HEALTHCARE LTD.,BSE,,India
HEROMOTOCO.BO,HERO MOTOCORP LTD.,BSE,,India
HEALTHTECH.BO,HEALTHFORE TECHNOLOGIES LTD.,BSE,,India
HELIOSMATH-BZ.NS,HELIOS & MATHINFTECH LTD.,NSI,,India
HECPROJECT-SM.NS,HEC INFRA PROJECTS INR10,NSI,,India
HELIOSMATH.BO,HELIOS & MATHESON INFORMATION,BSE,,India
HEMINDI.BO,HEMAKUTA INDUSTRIAL INVESTMENT,BSE,,India
ISGEC.BO,ISGEC HEAVY ENGINEERING LTD.,BSE,,India
HERCULES.BO,Hercules Hoists Limited,BSE,,India
HEXAWARE.BO,Hexaware Technologies Limited,BSE,,India
HELIOSMATH-BE.NS,HELIOS & MATHINFTECH LTD.,NSI,,India
SECHE.BO,Secunderabad Healthcare Ltd.,BSE,,India
COREPARENT.BO,CORE HEALTHCARE LTD.,BSE,,India
HEG.NS,HEG Limited,NSI,Diversified Electronics,India
HEG.BO,HEG Limited,BSE,,India
SYNCOM-EQ.NS,SYNCOM HEALTHCARE LIMITED,NSI,,India
GRANHPH.BO,GRAN HEAL PHARMA LTD.,BSE,,India
CADILAHC.BO,Cadila Healthcare Limited,BSE,,India
HEXATRADEX.NS,Hexa Tradex Limited,NSI,Business Services,India
MHECKMT.BO,MOHATTA & HECKEL LTD.,BSE,,India
HEIDELBERG.BO,HEIDELBERGCEMENT INDIA LTD.,BSE,,India
HERCULES-EQ.NS,HERCULES HOISTS LIMITED,NSI,,India
HELPAGE.BO,Helpage Finlease Ltd.,BSE,,India
ORIREME.BO,ORIENTAL REMEDIES & HERBALS LT,BSE,,India
HEG6.BO,HEG6.BO,BSE,,India
HEGLTDBBPH.BO,HEGLTD*,BSE,,India
HEXATRADEX.BO,HEXA TRADEX LTD.,BSE,,India
HEIDELBERG-EQ.NS,HEIDELBERGCEMENT INDIA LIMITED,NSI,,India
HERCULES.NS,Hercules Hoists Limited,NSI,Diversified Machinery,India
TTKHLTCARE.NS,TTK HEALTHCARE INR10,NSI,,India
HEROMOTOCO.NS,Hero MotoCorp Limited,NSI,Auto Manufacturers - Major,India
HEXAWARE-EQ.NS,HEXAWARE TECHNOLOGIES LIMITED,NSI,,India
HEXAWARE.NS,Hexaware Technologies Limited,NSI,Information Technology Services,India
HEXATRADEX-EQ.NS,HEXA TRADEX LTD INR2,NSI,,India
SUNLOC.BO,SUNIL HEALTHCARE LTD,BSE,,India
SAFALHBS.BO,SAFAL HERBS LIMITED,BSE,,India
TTKHEBBPH.BO,TTK HEALTH*,BSE,,India
HECINFRA-IT.NS,HEC Infra Projects Ltd,NSI,,India
HEMORGANIC.BO,HEMO ORGANIC LIMITED,BSE,,India
INTEGHIT.BO,Integrated Hitech Ltd.,BSE,,India
HITTCO.BO,Hittco Tools Limited,BSE,,India
HISARMET.BO,Hisar Metal Industries Ltd.,BSE,,India
HINDMOTORS.NS,Hindustan Motors Limited,NSI,Auto Manufacturers - Major,India
HINDIND.BO,Hind Industries Ltd,BSE,,India
HINDALCO.BO,Hindalco Industries Ltd.,BSE,,India
HIMIN.BO,Himalya International Ltd.,BSE,,India
HIMATSEIDE.BO,Himatsingka Seide Ltd.,BSE,,India
HIKAL.BO,Hikal Limited,BSE,,India
HINDPETRO-EQ.NS,HINDUSTAN PETROLEUM CORPORATION,NSI,,India
HINDCOMPOS.NS,Hindustan Composites Limited,NSI,Auto Parts,India
HMVL-EQ.NS,HINDUSTAN MEDIA VENTURES LIMITE,NSI,,India
HITECHPLAS.NS,Hitech Corporation Limited,NSI,,India
SEVENHILL.BO,SEVEN HILL INDUSTRIES LIMITED,BSE,,India
HLTNRUB.BO,HILTON RUBBERS LTD.,BSE,,India
HNDTRAN.BO,HNDTRAN.BO,BSE,,India
HINDMOTORS-EQ.NS,HINDUSTAN MOTORS INR5,NSI,,India
HINCOMBBPH.BO,HINDUST COM*,BSE,,India
HINDCOPPER.NS,Hindustan Copper Limited,NSI,Copper,India
HIKAL.NS,Hikal Limited,NSI,Chemicals - Major Diversified,India
HINDCOPPER-EQ.NS,HINDUSTAN COPPER LIMITED,NSI,,India
HITECH-SM.NS,HI TECH PIPES LTD INR10,NSI,,India
BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,NSI,Confectioners,India
HITACHIHOM.NS,Johnson Controls - Hitachi Air Conditioning India Limited,NSI,,India
HINDALCO6.BO,HINDALCO6.BO,BSE,,India
SRHHYPOLTD.BO,SREE RAYALASEEMA HI-STRENGTH H,BSE,,India
HIL.BO,HIL LTD.,BSE,,India
HINDMILL.BO,HINDOOSTAN MILLS LTD.,BSE,,India
HINDMOTORS.BO,HINDUSTAN MOTORS LTD.,BSE,,India
HIMATAUT.BO,HIMATSINGKA AUTO ENTERPRISES L,BSE,,India
SRHHYPOLTD-EQ.NS,SREE RAYALASEEMA H INR10,NSI,,India
HOCL-EQ.NS,HINDUSTAN ORGANIC CHEMICALS LIM,NSI,,India
HINDALCO.NS,Hindalco Industries Limited,NSI,Aluminum,India
HINDUJAVEN.BO,HINDUJA VENTURES LTD.,BSE,,India
HIGHENE.BO,High Energy Batteries (India) Ltd.,BSE,,India
HITECHIJEW.BO,HITECHI JEWELLERY INDUSTRIES L,BSE,,India
HIMFINC.BO,HIMGIRI FINCAP LTD.,BSE,,India
HINDSYNTEX.NS,Hind Syntex Limited,NSI,Textile Industrial,India
HIGHSTREE.BO,HIGH STREET FILATEX LTD.,BSE,,India
HINDCOMPOS.BO,HINDUSTAN COMPOSITES LTD.,BSE,,India
HIMGRANI.BO,Himalaya Granites Ltd.,BSE,,India
SUNILHITEC.NS,Sunil Hitech Engineers Limited,NSI,General Contractors,India
BAJAJHIND.BO,Bajaj Hindusthan Sugar Limited,BSE,,India
HIKAL-EQ.NS,HIKAL LIMITED,NSI,,India
SUNILHITEC-EQ.NS,SUNIL HITECH ENGIN INR1,NSI,,India
HIMATSEIDE.NS,Himatsingka Seide Limited,NSI,Textile Industrial,India
HINDUNILVR.BO,HINDUSTAN UNILEVER LTD.,BSE,,India
HINPHOT.BO,HINDUSTAN PHOTO FILMS MFG.CO.L,BSE,,India
HIRECT.BO,HIND RECTIFIERS LTD.,BSE,,India
HINDSYNTEX.BO,HIND SYNTEX LTD.,BSE,,India
HINDUNILVR-EQ.NS,HINDUSTAN UNILEVER INR1,NSI,,India
HINDCOPPER.BO,HINDUSTAN COPPER LTD.,BSE,,India
HITESTX.BO,HITESH TEXTILE MILLS LTD.,BSE,,India
HISARSP.BO,Hisar Spinning Mills Ltd.,BSE,,India
HINAFIL.BO,HINAFIL INDIA LTD.,BSE,,India
HIMFIBP.BO,Himachal Fibres Ltd.,BSE,,India
HOCL.BO,HINDUSTAN ORGANIC CHEMICALS LT,BSE,,India
HMVL.BO,Hindustan Media Ventures Limited,BSE,,India
HIGHGROUND.BO,HIGH GROUND ENTERPRISE LTD,BSE,,India
HIRAN.BO,Hiran Orgochem Ltd,BSE,,India
HITECHPLAS.BO,HITECH CORPORATION LTD,BSE,,India
HIPOLIN.BO,Hipolin Limited,BSE,,India
HIGHL.BO,HIGHLAND INDUSTRIES LTD.,BSE,,India
HITKARIIN.BO,HITKARI INDUSTRIES LTD.,BSE,,India
IYKOTHITE.BO,Iykot Hitech Toolroom Limited,BSE,,India
HINDSYNTEX-EQ.NS,HIND SYNTEX INR10,NSI,,India
HINDC.BO,HINDUSTAN DEVELOPMENT CORPORAT,BSE,,India
HITKARICH.BO,HITKARI CHINA LTD.,BSE,,India
HULTDBBPH.BO,HIND UNI LT*,BSE,,India
HINDPETRO.BO,HINDUSTAN PETROLEUM CORPORATIO,BSE,,India
HOCL.NS,Hindustan Organic Chemicals Limited,NSI,Chemicals - Major Diversified,India
HKT.BO,H.K.Trade International Limite,BSE,,India
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,NSI,Asset Management,India
UBHOLDINGS.NS,United Breweries (Holdings) Limited,NSI,Beverages - Brewers,India
HMT.NS,HMT Limited,NSI,Farm & Construction Machinery,India
HMT.BO,HMT Ltd.,BSE,,India
MHRIL.BO,Mahindra Holidays and Resorts India Ltd.,BSE,,India
INDIAHOME.BO,India Home Loan Limited,BSE,,India
HOVS.BO,HOV Services Limited,BSE,,India
HOTLINET.BO,HOTLINE TELETUBE & COMPONENTS,BSE,,India
SUPREME.BO,SUPREME HOLDINGS & HOSPITALITY,BSE,,India
HOTLSILV.BO,HS India Limited,BSE,,India
INTLHOME.BO,INTERNATIONAL HOMETEX LTD.,BSE,,India
STGUJHS.BO,STERLING (GUJARAT) HOSPITALS L,BSE,,India
PNEUMATIC-BE.NS,Pneumatic Holdings Ltd,NSI,,India
SAHARAHOUS.BO,Sahara Housingfina Corporation Limited,BSE,,India
RGNYMIS.BO,Regency Hospital Limited,BSE,,India
POLOHOT.BO,Polo Hotels Ltd.,BSE,,India
HPCOTTON.BO,HP Cotton Textile Mills Ltd.,BSE,,India
NH-EQ.NS,NARAYANA HRUDAYALA INR10,NSI,,India
NH.NS,Narayana Hrudayalaya Limited,NSI,Hospitals,India
NH.BO,Narayana Hrudayalaya Limited,BSE,,India
HSIL.BO,HSIL Limited,BSE,,India
HSIL.NS,HSIL Limited,NSI,General Building Materials,India
HSIL-EQ.NS,HSIL LIMITED,NSI,,India
HTMEDIA.NS,HT Media Limited,NSI,Publishing - Newspapers,India
HTMEDIA.BO,HT Media Limited,BSE,,India
HTMEDIBBPH.BO,HTMEDIA*,BSE,,India
HTMEDIA6.BO,HTMEDIA6.BO,BSE,,India
INDIANHUME.NS,The Indian Hume Pipe Company Limited,NSI,General Contractors,India
CORAL-HUB.BO,CORAL HUB LIMITED,BSE,,India
SHREEJAL.BO,Shreejal Info Hubs Ltd,BSE,,India
HUBTOWN.BO,HUBTOWN LTD.,BSE,,India
PAPERPROD.NS,Huhtamaki PPL Limited,NSI,Packaging & Containers,India
HUSYS.NS,Husys Consulting Limited,NSI,,India
HUBTOWN.NS,Hubtown Limited,NSI,Real Estate Development,India
INDIANHUME.BO,INDIAN HUME PIPE CO.LTD.,BSE,,India
NATHUEC.BO,Natura Hue Chem Ltd.,BSE,,India
HYTONE.BO,HYTONE TEXSTYLES LTD.,BSE,,India
